entry_date,action,price
2022-12-03 11:30:00,SELL SHORT,16883.0
2022-12-03 12:15:00,BUY,16897.5
2022-12-03 12:30:00,SELL SHORT,16898.5
2022-12-03 12:45:00,BUY,16891.0
2022-12-03 13:00:00,SELL SHORT,16910.5
2022-12-03 13:15:00,BUY,16898.0
2022-12-03 13:30:00,SELL SHORT,16902.5
2022-12-03 13:45:00,BUY,16900.5
2022-12-03 14:00:00,SELL SHORT,16905.0
2022-12-03 14:15:00,BUY,16895.0
2022-12-03 14:45:00,SELL SHORT,16896.0
2022-12-03 15:00:00,BUY,16892.0
2022-12-03 15:15:00,SELL SHORT,16904.0
2022-12-03 15:45:00,BUY,16911.0
2022-12-03 16:30:00,SELL SHORT,16905.0
2022-12-03 16:45:00,BUY,16901.0
2022-12-03 17:00:00,SELL SHORT,16901.5
2022-12-03 17:15:00,BUY,16891.5
2022-12-03 17:30:00,SELL SHORT,16905.5
2022-12-03 18:00:00,BUY,16914.5
2022-12-03 18:15:00,SELL SHORT,16919.0
2022-12-03 18:30:00,BUY,16917.5
2022-12-03 18:45:00,SELL SHORT,16922.5
2022-12-03 19:00:00,BUY,16915.0
2022-12-03 20:00:00,SELL SHORT,16909.0
2022-12-03 20:15:00,BUY,16906.0
2022-12-03 21:00:00,SELL SHORT,16907.0
2022-12-03 21:15:00,BUY,16882.5
2022-12-03 21:45:00,SELL SHORT,16872.5
2022-12-03 22:15:00,BUY,16880.0
2022-12-04 00:15:00,SELL SHORT,16887.5
2022-12-04 00:30:00,BUY,16884.5
2022-12-04 00:45:00,SELL SHORT,16908.0
2022-12-04 01:00:00,BUY,16905.0
2022-12-04 01:30:00,SELL SHORT,16939.5
2022-12-04 01:45:00,BUY,16938.5
2022-12-04 02:30:00,SELL SHORT,16921.5
2022-12-04 03:00:00,BUY,16917.5
2022-12-04 03:15:00,SELL SHORT,16919.0
2022-12-04 03:30:00,BUY,16899.5
2022-12-04 03:45:00,SELL SHORT,16917.0
2022-12-04 04:00:00,BUY,16910.0
2022-12-04 04:15:00,SELL SHORT,16917.0
2022-12-04 04:30:00,BUY,16909.0
2022-12-04 04:45:00,SELL SHORT,16925.5
2022-12-04 05:30:00,BUY,16986.5
2022-12-04 06:00:00,SELL SHORT,16962.0
2022-12-04 07:00:00,BUY,16988.5
2022-12-04 07:30:00,SELL SHORT,16947.5
2022-12-04 08:00:00,BUY,16948.0
2022-12-04 08:15:00,SELL SHORT,16954.0
2022-12-04 08:45:00,BUY,16961.5
2022-12-04 09:00:00,SELL SHORT,16967.0
2022-12-04 09:15:00,BUY,16963.0
2022-12-04 09:30:00,SELL SHORT,16985.0
2022-12-04 09:45:00,BUY,16147.0
2022-12-04 10:15:00,SELL SHORT,16940.5
2022-12-04 11:00:00,BUY,16990.5
2022-12-04 12:30:00,SELL SHORT,16901.5
2022-12-04 13:00:00,BUY,16902.0
2022-12-04 14:00:00,SELL SHORT,16891.5
2022-12-04 14:30:00,BUY,16878.5
2022-12-04 14:45:00,SELL SHORT,16891.5
2022-12-04 15:45:00,BUY,16987.5
2022-12-04 16:00:00,SELL SHORT,16997.5
2022-12-04 16:15:00,BUY,16976.5
2022-12-04 16:30:00,SELL SHORT,17003.0
2022-12-04 17:00:00,BUY,16955.5
2022-12-04 17:30:00,SELL SHORT,16943.5
2022-12-04 19:00:00,BUY,17037.0
2022-12-04 19:30:00,SELL SHORT,17037.5
2022-12-04 20:00:00,BUY,17035.5
2022-12-04 20:45:00,SELL SHORT,17028.0
2022-12-04 21:30:00,BUY,17025.0
2022-12-04 21:45:00,SELL SHORT,17027.5
2022-12-05 00:15:00,BUY,17056.0
2022-12-05 00:45:00,SELL SHORT,17184.0
2022-12-05 01:15:00,BUY,17170.0
2022-12-05 01:45:00,SELL SHORT,17192.0
2022-12-05 03:15:00,BUY,17228.0
2022-12-05 03:30:00,SELL SHORT,17234.0
2022-12-05 03:45:00,BUY,17167.0
2022-12-05 04:15:00,SELL SHORT,17145.0
2022-12-05 05:45:00,BUY,17284.0
2022-12-05 07:30:00,SELL SHORT,17247.5
2022-12-05 09:00:00,BUY,17312.5
2022-12-05 09:45:00,SELL SHORT,17288.0
2022-12-05 10:00:00,BUY,17281.5
2022-12-05 10:45:00,SELL SHORT,17250.5
2022-12-05 11:00:00,BUY,17243.5
2022-12-05 11:30:00,SELL SHORT,17241.5
2022-12-05 12:15:00,BUY,17236.0
2022-12-05 14:45:00,SELL SHORT,17160.5
2022-12-05 15:00:00,BUY,17152.0
2022-12-05 15:45:00,SELL SHORT,17027.0
2022-12-05 16:00:00,BUY,17024.5
2022-12-05 16:45:00,SELL SHORT,17016.5
2022-12-05 17:00:00,BUY,17004.0
2022-12-05 17:15:00,SELL SHORT,17009.0
2022-12-05 18:00:00,BUY,17020.0
2022-12-05 18:30:00,SELL SHORT,17015.0
2022-12-05 19:00:00,BUY,17013.0
2022-12-05 20:00:00,SELL SHORT,16883.5
2022-12-05 20:15:00,BUY,16878.5
2022-12-05 20:30:00,SELL SHORT,16881.5
2022-12-05 20:45:00,BUY,16868.0
2022-12-05 21:00:00,SELL SHORT,16886.0
2022-12-05 22:15:00,BUY,16884.0
2022-12-05 22:45:00,SELL SHORT,16911.5
2022-12-05 23:00:00,BUY,16901.5
2022-12-05 23:15:00,SELL SHORT,16906.5
2022-12-05 23:30:00,BUY,16885.5
2022-12-05 23:45:00,SELL SHORT,16928.0
2022-12-06 00:00:00,BUY,16920.5
2022-12-06 00:15:00,SELL SHORT,16944.5
2022-12-06 03:45:00,BUY,16973.0
2022-12-06 05:00:00,SELL SHORT,16956.0
2022-12-06 05:15:00,BUY,16945.0
2022-12-06 09:00:00,SELL SHORT,16975.0
2022-12-06 09:15:00,BUY,16963.5
2022-12-06 10:00:00,SELL SHORT,16949.5
2022-12-06 10:15:00,BUY,16946.5
2022-12-06 11:15:00,SELL SHORT,16903.0
2022-12-06 11:30:00,BUY,16901.0
2022-12-06 14:00:00,SELL SHORT,16943.0
2022-12-06 14:15:00,BUY,16938.0
2022-12-06 15:30:00,SELL SHORT,16936.5
2022-12-06 17:00:00,BUY,16958.0
2022-12-06 20:00:00,SELL SHORT,16914.0
2022-12-06 20:15:00,BUY,16912.0
2022-12-06 20:45:00,SELL SHORT,16933.5
2022-12-06 21:00:00,BUY,16927.0
2022-12-06 21:15:00,SELL SHORT,16943.0
2022-12-06 21:30:00,BUY,16929.5
2022-12-06 21:45:00,SELL SHORT,16935.5
2022-12-06 22:15:00,BUY,16936.0
2022-12-06 23:15:00,SELL SHORT,16955.5
2022-12-07 00:30:00,BUY,17014.5
2022-12-07 00:45:00,SELL SHORT,17022.5
2022-12-07 01:00:00,BUY,17011.0
2022-12-07 01:30:00,SELL SHORT,17005.5
2022-12-07 01:45:00,BUY,16998.0
2022-12-07 02:00:00,SELL SHORT,17003.0
2022-12-07 02:45:00,BUY,17000.5
2022-12-07 04:00:00,SELL SHORT,16973.0
2022-12-07 04:15:00,BUY,16968.5
2022-12-07 04:30:00,SELL SHORT,16970.5
2022-12-07 04:45:00,BUY,16968.5
2022-12-07 05:00:00,SELL SHORT,16983.0
2022-12-07 05:15:00,BUY,16974.5
2022-12-07 08:30:00,SELL SHORT,16778.5
2022-12-07 08:45:00,BUY,16763.5
2022-12-07 09:30:00,SELL SHORT,16774.0
2022-12-07 10:15:00,BUY,16774.0
2022-12-07 11:45:00,SELL SHORT,16782.0
2022-12-07 12:15:00,BUY,16772.5
2022-12-07 13:15:00,SELL SHORT,16797.5
2022-12-07 13:30:00,BUY,16793.5
2022-12-07 13:45:00,SELL SHORT,16795.0
2022-12-07 15:00:00,BUY,16798.0
2022-12-07 17:15:00,SELL SHORT,16772.5
2022-12-07 17:30:00,BUY,16770.5
2022-12-07 18:15:00,SELL SHORT,16775.0
2022-12-07 18:30:00,BUY,16770.5
2022-12-07 19:45:00,SELL SHORT,16775.5
2022-12-07 20:00:00,BUY,16772.5
2022-12-07 20:45:00,SELL SHORT,16771.5
2022-12-07 21:00:00,BUY,16770.5
2022-12-07 21:30:00,SELL SHORT,16787.5
2022-12-07 21:45:00,BUY,16784.5
2022-12-07 22:30:00,SELL SHORT,16785.0
2022-12-07 22:45:00,BUY,16780.5
2022-12-07 23:00:00,SELL SHORT,16786.5
2022-12-08 00:00:00,BUY,16783.5
2022-12-08 00:15:00,SELL SHORT,16786.5
2022-12-08 01:00:00,BUY,16783.0
2022-12-08 02:00:00,SELL SHORT,16771.5
2022-12-08 02:15:00,BUY,16763.0
2022-12-08 02:30:00,SELL SHORT,16764.5
2022-12-08 03:15:00,BUY,16788.0
2022-12-08 03:30:00,SELL SHORT,16797.0
2022-12-08 03:45:00,BUY,16779.5
2022-12-08 04:15:00,SELL SHORT,16786.0
2022-12-08 04:30:00,BUY,16757.5
2022-12-08 04:45:00,SELL SHORT,16762.0
2022-12-08 05:15:00,BUY,16759.5
2022-12-08 05:30:00,SELL SHORT,16760.0
2022-12-08 05:45:00,BUY,16755.5
2022-12-08 06:00:00,SELL SHORT,16764.0
2022-12-08 06:15:00,BUY,16757.5
2022-12-08 06:45:00,SELL SHORT,16753.5
2022-12-08 07:00:00,BUY,16750.0
2022-12-08 07:15:00,SELL SHORT,16764.0
2022-12-08 08:45:00,BUY,16766.5
2022-12-08 09:00:00,SELL SHORT,16780.0
2022-12-08 09:15:00,BUY,16775.0
2022-12-08 10:15:00,SELL SHORT,16761.0
2022-12-08 11:15:00,BUY,16798.5
2022-12-08 12:00:00,SELL SHORT,16736.0
2022-12-08 12:45:00,BUY,16736.5
2022-12-08 13:00:00,SELL SHORT,16742.5
2022-12-08 16:45:00,BUY,16879.5
2022-12-08 17:00:00,SELL SHORT,16893.0
2022-12-08 18:15:00,BUY,6666.0
