entry_date,action,price
2023-02-01 00:30:00,BUY,23032.5
2023-02-01 00:45:00,SELL SHORT,23071.0
2023-02-01 01:30:00,BUY,23054.0
2023-02-01 01:45:00,SELL SHORT,23150.0
2023-02-01 02:00:00,BUY,23116.5
2023-02-01 02:45:00,SELL SHORT,23088.5
2023-02-01 03:15:00,BUY,23097.5
2023-02-01 03:45:00,SELL SHORT,23098.5
2023-02-01 05:00:00,BUY,23129.5
2023-02-01 05:15:00,SELL SHORT,23150.0
2023-02-01 05:45:00,BUY,23128.0
2023-02-01 07:15:00,SELL SHORT,23072.0
2023-02-01 07:45:00,BUY,23085.5
2023-02-01 08:45:00,SELL SHORT,22994.5
2023-02-01 09:00:00,BUY,22971.5
2023-02-01 09:15:00,SELL SHORT,22982.0
2023-02-01 09:45:00,BUY,22972.0
2023-02-01 10:00:00,SELL SHORT,22992.0
2023-02-01 10:30:00,BUY,22978.5
2023-02-01 11:00:00,SELL SHORT,22997.0
2023-02-01 11:45:00,BUY,23076.0
2023-02-01 12:15:00,SELL SHORT,23091.5
2023-02-01 12:30:00,BUY,23087.5
2023-02-01 13:15:00,SELL SHORT,23063.0
2023-02-01 13:45:00,BUY,23071.5
2023-02-01 14:00:00,SELL SHORT,23083.5
2023-02-01 14:30:00,BUY,23087.0
2023-02-01 14:45:00,SELL SHORT,23111.0
2023-02-01 15:00:00,BUY,23095.5
2023-02-01 16:15:00,SELL SHORT,23016.5
2023-02-01 16:30:00,BUY,23007.5
2023-02-01 17:30:00,SELL SHORT,23015.5
2023-02-01 17:45:00,BUY,22977.5
2023-02-01 18:00:00,SELL SHORT,22992.0
2023-02-01 18:15:00,BUY,22965.5
2023-02-01 18:30:00,SELL SHORT,23105.0
2023-02-01 18:45:00,BUY,23068.0
2023-02-01 19:15:00,SELL SHORT,23069.0
2023-02-01 19:30:00,BUY,23003.0
2023-02-01 19:45:00,SELL SHORT,23255.0
2023-02-01 21:00:00,BUY,23560.5
2023-02-01 21:15:00,SELL SHORT,23706.5
2023-02-01 21:45:00,BUY,23701.0
2023-02-01 22:15:00,SELL SHORT,23765.5
2023-02-01 22:30:00,BUY,23745.5
2023-02-01 23:00:00,SELL SHORT,23724.5
