entry_date,action,price
2023-01-03 20:30:00,BUY,16646.5
2023-01-03 20:45:00,SELL SHORT,16648.5
2023-01-03 21:00:00,BUY,16648.0
2023-01-03 21:15:00,SELL SHORT,16648.5
2023-01-03 22:00:00,BUY,16656.0
2023-01-03 22:30:00,SELL SHORT,16645.5
2023-01-03 22:45:00,BUY,16642.5
2023-01-03 23:00:00,SELL SHORT,16663.5
2023-01-03 23:30:00,BUY,16664.0
2023-01-04 00:00:00,SELL SHORT,16661.0
2023-01-04 00:15:00,BUY,16654.5
2023-01-04 00:30:00,SELL SHORT,16660.5
2023-01-04 00:45:00,BUY,16649.0
2023-01-04 01:15:00,SELL SHORT,16689.0
2023-01-04 01:45:00,BUY,16687.5
2023-01-04 02:00:00,SELL SHORT,16691.0
2023-01-04 03:00:00,BUY,16726.5
2023-01-04 03:15:00,SELL SHORT,16829.0
2023-01-04 03:30:00,BUY,16794.5
2023-01-04 03:45:00,SELL SHORT,16804.5
2023-01-04 04:15:00,BUY,16847.5
2023-01-04 04:45:00,SELL SHORT,16865.0
2023-01-04 05:00:00,BUY,16855.5
2023-01-04 05:30:00,SELL SHORT,16845.5
2023-01-04 05:45:00,BUY,16837.5
2023-01-04 06:00:00,SELL SHORT,16847.0
2023-01-04 06:15:00,BUY,16846.5
2023-01-04 06:30:00,SELL SHORT,16857.0
2023-01-04 06:45:00,BUY,16849.0
2023-01-04 07:00:00,SELL SHORT,16869.5
2023-01-04 07:15:00,BUY,16867.5
2023-01-04 07:45:00,SELL SHORT,16869.0
2023-01-04 08:00:00,BUY,16867.0
2023-01-04 08:15:00,SELL SHORT,16874.5
2023-01-04 08:30:00,BUY,16838.5
2023-01-04 08:45:00,SELL SHORT,16853.0
2023-01-04 09:15:00,BUY,16848.0
2023-01-04 10:30:00,SELL SHORT,16836.5
2023-01-04 10:45:00,BUY,16829.5
2023-01-04 11:00:00,SELL SHORT,16835.0
2023-01-04 12:00:00,BUY,16834.0
2023-01-04 13:15:00,SELL SHORT,16815.0
2023-01-04 14:15:00,BUY,16798.0
2023-01-04 14:30:00,SELL SHORT,16810.5
2023-01-04 15:00:00,BUY,16819.0
2023-01-04 15:30:00,SELL SHORT,16805.0
2023-01-04 16:30:00,BUY,16861.0
2023-01-04 17:00:00,SELL SHORT,16852.0
2023-01-04 17:15:00,BUY,16843.0
2023-01-04 17:30:00,SELL SHORT,16865.0
2023-01-04 18:00:00,BUY,16884.5
2023-01-04 18:15:00,SELL SHORT,16892.5
2023-01-04 19:15:00,BUY,16871.0
2023-01-04 19:45:00,SELL SHORT,16826.0
2023-01-04 20:15:00,BUY,16823.0
2023-01-04 20:30:00,SELL SHORT,16833.5
2023-01-04 20:45:00,BUY,16787.5
2023-01-04 21:00:00,SELL SHORT,16797.0
2023-01-04 21:45:00,BUY,16809.5
2023-01-04 22:00:00,SELL SHORT,16815.5
2023-01-04 22:30:00,BUY,16818.5
2023-01-04 22:45:00,SELL SHORT,16833.5
2023-01-04 23:00:00,BUY,16822.5
2023-01-04 23:15:00,SELL SHORT,16833.5
2023-01-05 00:00:00,BUY,16848.5
2023-01-05 00:15:00,SELL SHORT,16856.0
2023-01-05 00:45:00,BUY,16847.5
2023-01-05 01:30:00,SELL SHORT,16825.0
2023-01-05 02:00:00,BUY,16828.0
2023-01-05 02:45:00,SELL SHORT,16826.5
2023-01-05 03:15:00,BUY,16825.5
2023-01-05 04:15:00,SELL SHORT,16820.0
2023-01-05 05:45:00,BUY,16832.0
2023-01-05 07:00:00,SELL SHORT,16810.5
2023-01-05 07:15:00,BUY,16804.5
2023-01-05 07:45:00,SELL SHORT,16805.0
2023-01-05 08:30:00,BUY,16809.5
2023-01-05 09:00:00,SELL SHORT,16800.0
2023-01-05 09:15:00,BUY,16792.0
2023-01-05 09:30:00,SELL SHORT,16801.0
2023-01-05 09:45:00,BUY,16795.5
2023-01-05 10:00:00,SELL SHORT,16796.5
2023-01-05 11:00:00,BUY,16819.5
2023-01-05 11:45:00,SELL SHORT,16819.0
2023-01-05 12:15:00,BUY,16816.0
2023-01-05 12:45:00,SELL SHORT,16823.0
2023-01-05 13:00:00,BUY,16812.0
2023-01-05 14:15:00,SELL SHORT,16794.0
2023-01-05 14:45:00,BUY,16780.0
2023-01-05 15:00:00,SELL SHORT,16819.5
2023-01-05 15:30:00,BUY,16841.5
2023-01-05 15:45:00,SELL SHORT,16866.0
2023-01-05 16:00:00,BUY,16834.0
2023-01-05 16:15:00,SELL SHORT,16848.0
2023-01-05 16:30:00,BUY,16823.5
2023-01-05 16:45:00,SELL SHORT,16824.0
2023-01-05 17:30:00,BUY,16820.0
2023-01-05 18:30:00,SELL SHORT,16827.5
2023-01-05 19:30:00,BUY,16827.0
2023-01-05 19:45:00,SELL SHORT,16835.5
2023-01-05 20:30:00,BUY,16836.5
2023-01-05 20:45:00,SELL SHORT,16845.5
2023-01-05 21:00:00,BUY,16844.5
2023-01-05 21:15:00,SELL SHORT,16848.0
2023-01-05 21:30:00,BUY,16828.5
2023-01-05 22:00:00,SELL SHORT,16836.0
2023-01-05 22:45:00,BUY,16837.0
2023-01-06 00:00:00,SELL SHORT,16817.0
2023-01-06 01:30:00,BUY,16839.5
2023-01-06 02:30:00,SELL SHORT,16815.5
2023-01-06 03:15:00,BUY,16819.5
2023-01-06 03:30:00,SELL SHORT,16825.0
2023-01-06 04:00:00,BUY,16825.0
2023-01-06 04:45:00,SELL SHORT,16803.0
2023-01-06 05:15:00,BUY,16808.5
2023-01-06 06:00:00,SELL SHORT,16793.0
2023-01-06 06:30:00,BUY,16788.0
2023-01-06 07:30:00,SELL SHORT,16787.0
2023-01-06 08:00:00,BUY,16783.0
2023-01-06 08:15:00,SELL SHORT,16787.0
2023-01-06 09:00:00,BUY,16795.5
2023-01-06 09:45:00,SELL SHORT,16770.0
2023-01-06 10:15:00,BUY,16777.5
2023-01-06 10:30:00,SELL SHORT,16779.5
2023-01-06 11:00:00,BUY,16755.0
2023-01-06 11:45:00,SELL SHORT,16734.5
2023-01-06 12:00:00,BUY,16730.0
2023-01-06 12:45:00,SELL SHORT,16723.0
2023-01-06 13:00:00,BUY,16720.0
2023-01-06 13:45:00,SELL SHORT,16765.0
2023-01-06 14:00:00,BUY,16760.5
2023-01-06 14:30:00,SELL SHORT,16753.0
2023-01-06 14:45:00,BUY,16721.0
2023-01-06 15:00:00,SELL SHORT,16735.0
2023-01-06 15:30:00,BUY,16750.5
2023-01-06 15:45:00,SELL SHORT,16810.0
2023-01-06 16:15:00,BUY,16808.5
2023-01-06 16:45:00,SELL SHORT,16812.5
2023-01-06 17:15:00,BUY,16813.0
2023-01-06 18:15:00,SELL SHORT,16829.0
2023-01-06 19:00:00,BUY,16832.5
2023-01-06 19:15:00,SELL SHORT,16837.5
2023-01-06 20:30:00,BUY,16931.5
2023-01-06 21:15:00,SELL SHORT,16893.0
2023-01-06 21:45:00,BUY,16916.5
2023-01-06 22:00:00,SELL SHORT,16919.0
2023-01-06 22:45:00,BUY,16941.0
2023-01-06 23:00:00,SELL SHORT,16948.5
2023-01-06 23:30:00,BUY,16958.0
2023-01-07 00:00:00,SELL SHORT,16945.5
2023-01-07 00:15:00,BUY,16934.0
2023-01-07 00:30:00,SELL SHORT,16934.5
2023-01-07 01:15:00,BUY,16956.0
2023-01-07 01:45:00,SELL SHORT,16954.0
2023-01-07 02:00:00,BUY,16942.5
2023-01-07 02:30:00,SELL SHORT,16939.5
2023-01-07 03:00:00,BUY,16932.0
2023-01-07 03:15:00,SELL SHORT,16939.0
2023-01-07 03:45:00,BUY,16938.0
2023-01-07 04:00:00,SELL SHORT,16939.5
2023-01-07 04:45:00,BUY,16934.0
2023-01-07 06:45:00,SELL SHORT,16926.0
2023-01-07 07:00:00,BUY,16925.5
2023-01-07 07:15:00,SELL SHORT,16926.0
2023-01-07 08:15:00,BUY,16932.5
2023-01-07 08:45:00,SELL SHORT,16927.5
2023-01-07 09:00:00,BUY,16923.5
2023-01-07 10:00:00,SELL SHORT,16922.0
2023-01-07 10:30:00,BUY,16916.0
2023-01-07 11:00:00,SELL SHORT,16910.5
2023-01-07 11:15:00,BUY,16908.5
2023-01-07 11:30:00,SELL SHORT,16911.0
2023-01-07 12:15:00,BUY,16904.5
2023-01-07 13:00:00,SELL SHORT,16907.5
2023-01-07 14:00:00,BUY,16908.0
2023-01-07 14:30:00,SELL SHORT,16915.5
2023-01-07 15:00:00,BUY,16924.5
2023-01-07 15:15:00,SELL SHORT,16932.5
2023-01-07 15:30:00,BUY,16930.5
2023-01-07 17:00:00,SELL SHORT,16912.0
2023-01-07 19:15:00,BUY,16928.0
2023-01-07 19:30:00,SELL SHORT,16932.0
2023-01-07 19:45:00,BUY,16931.5
2023-01-07 20:00:00,SELL SHORT,16934.5
2023-01-07 20:30:00,BUY,16936.5
2023-01-07 22:30:00,SELL SHORT,16926.0
2023-01-07 23:00:00,BUY,16925.5
2023-01-07 23:15:00,SELL SHORT,16935.0
2023-01-07 23:30:00,BUY,16934.0
2023-01-07 23:45:00,SELL SHORT,16935.5
2023-01-08 00:00:00,BUY,16935.0
2023-01-08 00:15:00,SELL SHORT,16943.0
2023-01-08 00:30:00,BUY,16937.0
2023-01-08 01:00:00,SELL SHORT,16914.0
2023-01-08 01:30:00,BUY,16922.0
2023-01-08 02:00:00,SELL SHORT,16922.0
2023-01-08 02:45:00,BUY,16918.0
2023-01-08 03:00:00,SELL SHORT,16918.5
2023-01-08 03:15:00,BUY,16918.0
2023-01-08 03:45:00,SELL SHORT,16924.0
2023-01-08 04:30:00,BUY,16930.0
2023-01-08 05:30:00,SELL SHORT,16930.5
2023-01-08 06:00:00,BUY,16930.0
2023-01-08 06:15:00,SELL SHORT,16931.0
2023-01-08 06:45:00,BUY,16930.0
2023-01-08 07:00:00,SELL SHORT,16940.0
2023-01-08 08:30:00,BUY,16943.0
2023-01-08 09:30:00,SELL SHORT,16944.0
2023-01-08 09:45:00,BUY,16922.0
2023-01-08 10:00:00,SELL SHORT,16926.5
2023-01-08 10:15:00,BUY,16926.0
2023-01-08 10:45:00,SELL SHORT,16927.0
2023-01-08 11:45:00,BUY,16927.0
2023-01-08 13:30:00,SELL SHORT,16927.0
2023-01-08 14:00:00,BUY,16926.5
2023-01-08 14:15:00,SELL SHORT,16927.0
2023-01-08 15:15:00,BUY,16931.5
2023-01-08 15:30:00,SELL SHORT,16936.5
2023-01-08 16:15:00,BUY,16953.0
2023-01-08 16:45:00,SELL SHORT,16929.5
2023-01-08 17:30:00,BUY,16931.5
2023-01-08 18:15:00,SELL SHORT,16918.5
2023-01-08 18:30:00,BUY,16918.0
2023-01-08 19:30:00,SELL SHORT,16924.5
2023-01-08 21:00:00,BUY,16957.5
2023-01-08 21:15:00,SELL SHORT,16965.0
2023-01-08 21:30:00,BUY,16961.5
2023-01-08 21:45:00,SELL SHORT,16965.0
2023-01-08 22:00:00,BUY,16947.0
2023-01-08 22:15:00,SELL SHORT,16950.0
2023-01-08 22:45:00,BUY,16956.5
2023-01-08 23:15:00,SELL SHORT,17024.5
2023-01-09 01:15:00,BUY,17155.0
2023-01-09 01:30:00,SELL SHORT,17164.5
2023-01-09 02:00:00,BUY,17176.0
2023-01-09 02:15:00,SELL SHORT,17204.0
2023-01-09 03:00:00,BUY,17185.5
2023-01-09 03:30:00,SELL SHORT,17181.0
2023-01-09 04:00:00,BUY,17192.5
2023-01-09 04:30:00,SELL SHORT,17221.0
2023-01-09 05:00:00,BUY,17218.0
2023-01-09 05:15:00,SELL SHORT,17225.0
2023-01-09 05:45:00,BUY,17209.0
2023-01-09 06:30:00,SELL SHORT,17198.0
2023-01-09 06:45:00,BUY,17197.0
2023-01-09 07:15:00,SELL SHORT,17185.0
2023-01-09 07:45:00,BUY,17191.0
2023-01-09 08:00:00,SELL SHORT,17192.5
2023-01-09 08:15:00,BUY,17183.5
2023-01-09 08:30:00,SELL SHORT,17197.0
2023-01-09 09:00:00,BUY,17185.5
2023-01-09 09:15:00,SELL SHORT,17190.5
2023-01-09 10:00:00,BUY,17231.0
2023-01-09 10:15:00,SELL SHORT,17236.5
2023-01-09 11:00:00,BUY,17256.0
2023-01-09 11:15:00,SELL SHORT,17261.5
2023-01-09 11:30:00,BUY,17259.5
2023-01-09 12:30:00,SELL SHORT,17232.5
2023-01-09 13:45:00,BUY,17259.5
2023-01-09 14:15:00,SELL SHORT,17220.0
2023-01-09 14:45:00,BUY,17235.0
2023-01-09 15:00:00,SELL SHORT,17260.5
2023-01-09 15:15:00,BUY,17245.5
2023-01-09 15:45:00,SELL SHORT,17273.0
2023-01-09 16:00:00,BUY,17263.0
2023-01-09 16:15:00,SELL SHORT,17292.5
2023-01-09 17:00:00,BUY,17317.5
2023-01-09 17:15:00,SELL SHORT,17339.5
2023-01-09 17:45:00,BUY,17327.0
2023-01-09 18:00:00,SELL SHORT,17350.0
2023-01-09 18:30:00,BUY,17374.0
2023-01-09 19:00:00,SELL SHORT,17341.0
2023-01-09 19:15:00,BUY,17327.0
2023-01-09 20:30:00,SELL SHORT,17243.0
2023-01-09 20:45:00,BUY,17220.0
2023-01-09 21:15:00,SELL SHORT,17217.0
2023-01-09 21:45:00,BUY,17183.5
2023-01-09 22:15:00,SELL SHORT,17191.0
2023-01-09 23:00:00,BUY,17195.5
2023-01-09 23:30:00,SELL SHORT,17166.5
2023-01-10 00:00:00,BUY,17175.5
2023-01-10 00:15:00,SELL SHORT,17179.5
2023-01-10 01:15:00,BUY,17198.5
2023-01-10 01:45:00,SELL SHORT,17200.5
2023-01-10 02:00:00,BUY,17189.0
2023-01-10 02:15:00,SELL SHORT,17203.0
2023-01-10 02:30:00,BUY,17167.5
2023-01-10 03:00:00,SELL SHORT,17173.5
2023-01-10 03:30:00,BUY,17181.5
2023-01-10 03:45:00,SELL SHORT,17186.5
2023-01-10 04:30:00,BUY,17195.5
2023-01-10 04:45:00,SELL SHORT,17196.5
2023-01-10 05:15:00,BUY,17213.0
2023-01-10 05:45:00,SELL SHORT,17213.5
2023-01-10 06:15:00,BUY,17210.0
2023-01-10 07:00:00,SELL SHORT,17194.5
2023-01-10 07:30:00,BUY,17188.5
2023-01-10 07:45:00,SELL SHORT,17195.0
2023-01-10 08:00:00,BUY,17191.0
2023-01-10 08:30:00,SELL SHORT,17244.0
2023-01-10 08:45:00,BUY,17236.0
2023-01-10 09:00:00,SELL SHORT,17249.0
2023-01-10 09:15:00,BUY,17247.0
2023-01-10 09:30:00,SELL SHORT,17265.5
2023-01-10 09:45:00,BUY,17248.0
2023-01-10 10:30:00,SELL SHORT,17248.0
2023-01-10 11:15:00,BUY,17264.5
2023-01-10 11:30:00,SELL SHORT,17266.0
2023-01-10 11:45:00,BUY,17249.5
2023-01-10 13:15:00,SELL SHORT,17221.5
2023-01-10 13:45:00,BUY,17218.5
2023-01-10 14:00:00,SELL SHORT,17237.0
2023-01-10 14:30:00,BUY,17263.5
2023-01-10 15:00:00,SELL SHORT,17278.0
2023-01-10 15:30:00,BUY,17320.5
2023-01-10 16:00:00,SELL SHORT,17317.0
2023-01-10 16:30:00,BUY,17309.0
2023-01-10 17:00:00,SELL SHORT,17298.0
2023-01-10 17:30:00,BUY,17298.0
2023-01-10 17:45:00,SELL SHORT,17320.5
2023-01-10 18:00:00,BUY,17320.0
2023-01-10 18:15:00,SELL SHORT,17337.0
2023-01-10 19:30:00,BUY,17411.5
2023-01-10 19:45:00,SELL SHORT,17422.5
2023-01-10 20:45:00,BUY,17440.5
2023-01-10 21:00:00,SELL SHORT,17469.5
2023-01-10 21:15:00,BUY,17447.5
2023-01-10 21:30:00,SELL SHORT,17450.5
2023-01-10 22:15:00,BUY,17443.0
2023-01-10 23:00:00,SELL SHORT,17429.0
2023-01-10 23:15:00,BUY,17427.0
2023-01-10 23:45:00,SELL SHORT,17426.0
2023-01-11 00:15:00,BUY,17429.0
2023-01-11 00:45:00,SELL SHORT,17447.5
2023-01-11 01:30:00,BUY,17438.5
2023-01-11 01:45:00,SELL SHORT,17455.0
2023-01-11 02:00:00,BUY,17452.0
2023-01-11 03:15:00,SELL SHORT,17392.0
2023-01-11 04:00:00,BUY,17410.5
2023-01-11 04:15:00,SELL SHORT,17416.5
2023-01-11 04:30:00,BUY,17403.0
2023-01-11 04:45:00,SELL SHORT,17410.5
2023-01-11 05:00:00,BUY,17406.0
2023-01-11 05:15:00,SELL SHORT,17409.0
2023-01-11 06:00:00,BUY,17398.0
2023-01-11 06:15:00,SELL SHORT,17415.0
2023-01-11 07:15:00,BUY,17432.5
2023-01-11 07:30:00,SELL SHORT,17451.0
2023-01-11 07:45:00,BUY,17442.5
2023-01-11 08:00:00,SELL SHORT,17443.5
2023-01-11 08:30:00,BUY,17424.0
2023-01-11 09:00:00,SELL SHORT,17441.5
2023-01-11 10:00:00,BUY,17439.5
2023-01-11 10:15:00,SELL SHORT,17453.0
2023-01-11 10:30:00,BUY,17444.5
2023-01-11 11:30:00,SELL SHORT,17434.5
2023-01-11 11:45:00,BUY,17432.5
2023-01-11 12:00:00,SELL SHORT,17433.5
2023-01-11 12:15:00,BUY,17421.5
2023-01-11 12:45:00,SELL SHORT,17410.0
2023-01-11 13:45:00,BUY,17401.0
2023-01-11 14:00:00,SELL SHORT,17410.0
2023-01-11 14:15:00,BUY,17375.5
2023-01-11 14:30:00,SELL SHORT,17390.0
2023-01-11 15:00:00,BUY,17406.5
2023-01-11 15:15:00,SELL SHORT,17419.0
2023-01-11 15:30:00,BUY,17398.5
2023-01-11 16:15:00,SELL SHORT,17346.0
2023-01-11 17:00:00,BUY,17341.0
2023-01-11 17:15:00,SELL SHORT,17357.5
2023-01-11 18:00:00,BUY,17375.5
2023-01-11 18:15:00,SELL SHORT,17494.5
2023-01-11 18:30:00,BUY,17486.0
2023-01-11 19:00:00,SELL SHORT,17479.5
2023-01-11 20:15:00,BUY,17527.0
2023-01-11 20:30:00,SELL SHORT,17530.0
2023-01-11 20:45:00,BUY,17527.0
2023-01-11 21:00:00,SELL SHORT,17551.5
2023-01-11 21:15:00,BUY,17530.5
2023-01-11 21:30:00,SELL SHORT,17546.0
2023-01-11 21:45:00,BUY,17545.0
2023-01-11 22:00:00,SELL SHORT,17552.0
2023-01-11 22:15:00,BUY,17524.0
2023-01-11 22:30:00,SELL SHORT,17546.0
2023-01-11 23:00:00,BUY,17555.5
2023-01-11 23:30:00,SELL SHORT,17647.5
2023-01-12 00:45:00,BUY,17934.5
2023-01-12 01:00:00,SELL SHORT,18242.0
2023-01-12 01:15:00,BUY,18153.0
2023-01-12 01:30:00,SELL SHORT,18192.5
2023-01-12 01:45:00,BUY,18177.0
2023-01-12 02:00:00,SELL SHORT,18229.5
2023-01-12 02:30:00,BUY,18247.5
2023-01-12 02:45:00,SELL SHORT,18262.5
2023-01-12 03:00:00,BUY,18199.5
2023-01-12 03:15:00,SELL SHORT,18211.5
2023-01-12 04:00:00,BUY,18221.0
2023-01-12 04:45:00,SELL SHORT,18213.5
2023-01-12 05:00:00,BUY,18211.0
2023-01-12 05:15:00,SELL SHORT,18222.0
2023-01-12 05:30:00,BUY,18169.0
2023-01-12 06:15:00,SELL SHORT,18118.5
2023-01-12 07:30:00,BUY,18157.0
2023-01-12 08:00:00,SELL SHORT,18133.0
2023-01-12 08:15:00,BUY,18099.0
2023-01-12 08:30:00,SELL SHORT,18123.0
2023-01-12 08:45:00,BUY,18098.5
2023-01-12 09:00:00,SELL SHORT,18140.0
2023-01-12 09:15:00,BUY,18139.5
2023-01-12 09:30:00,SELL SHORT,18145.5
2023-01-12 10:15:00,BUY,18144.0
2023-01-12 10:30:00,SELL SHORT,18173.5
2023-01-12 11:00:00,BUY,18175.0
2023-01-12 11:30:00,SELL SHORT,18169.5
2023-01-12 12:30:00,BUY,18210.0
2023-01-12 12:45:00,SELL SHORT,18218.5
2023-01-12 13:15:00,BUY,18257.5
2023-01-12 14:00:00,SELL SHORT,18282.5
2023-01-12 14:15:00,BUY,18238.5
2023-01-12 15:00:00,SELL SHORT,17991.0
2023-01-12 15:30:00,BUY,18082.0
2023-01-12 16:00:00,SELL SHORT,18085.0
2023-01-12 16:45:00,BUY,18113.5
2023-01-12 17:00:00,SELL SHORT,18130.0
2023-01-12 18:15:00,BUY,18806.0
2023-01-12 18:45:00,SELL SHORT,18760.0
2023-01-12 20:00:00,BUY,18876.5
2023-01-12 20:30:00,SELL SHORT,18939.0
2023-01-12 21:15:00,BUY,18815.0
2023-01-12 21:45:00,SELL SHORT,18841.0
2023-01-12 22:00:00,BUY,18828.0
2023-01-12 22:45:00,SELL SHORT,18884.0
2023-01-12 23:15:00,BUY,18887.0
2023-01-12 23:45:00,SELL SHORT,18879.0
2023-01-13 00:00:00,BUY,18843.0
2023-01-13 00:30:00,SELL SHORT,18836.5
2023-01-13 00:45:00,BUY,18715.5
2023-01-13 01:00:00,SELL SHORT,18773.5
2023-01-13 01:30:00,BUY,18789.5
2023-01-13 02:00:00,SELL SHORT,18806.0
2023-01-13 02:30:00,BUY,18789.0
2023-01-13 02:45:00,SELL SHORT,18815.5
2023-01-13 03:30:00,BUY,18832.5
2023-01-13 03:45:00,SELL SHORT,18844.5
2023-01-13 04:15:00,BUY,18847.0
2023-01-13 04:30:00,SELL SHORT,18860.0
2023-01-13 04:45:00,BUY,18849.5
2023-01-13 05:30:00,SELL SHORT,18815.0
2023-01-13 05:45:00,BUY,18806.5
2023-01-13 06:15:00,SELL SHORT,18789.0
2023-01-13 07:15:00,BUY,18825.0
2023-01-13 07:45:00,SELL SHORT,18805.0
2023-01-13 08:45:00,BUY,18838.0
2023-01-13 09:15:00,SELL SHORT,18866.5
2023-01-13 10:30:00,BUY,18934.0
2023-01-13 10:45:00,SELL SHORT,18943.5
2023-01-13 11:15:00,BUY,19003.0
2023-01-13 12:15:00,SELL SHORT,18915.0
